name,review_count,rating,price,distance,category_1,category_2,category_3,yelp_bike_station_coordinates,bikes
Little Hen,908,4.0,2,1194.8022128835878,Breakfast & Brunch,Coffee & Tea,Coffee & Tea,"25.8022384,-80.2014196",0
Dasher & Crank,338,4.5,1,506.6571641101252,Ice Cream & Frozen Yogurt,Desserts,Desserts,"25.8022384,-80.2014196",0
Suite Habana Cafe,203,5.0,2,658.7676416117865,Coffee & Tea,Bakeries,Bakeries,"25.8022384,-80.2014196",0
Crazy Poke,331,4.5,2,217.446788321227,Poke,Hawaiian,Hawaiian,"25.8014206,-80.1991306",0
Smorgasburg - Miami,84,4.5,2,30.674712253515303,Food Court,Street Vendors,Street Vendors,"25.8014206,-80.1991306",0
Zak The Baker,1013,4.0,2,188.19705149655027,Kosher,Bakeries,Bakeries,"25.8014206,-80.1991306",0
MIAM Cafe,491,4.0,2,244.3673945152096,Sandwiches,Coffee & Tea,Coffee & Tea,"25.8014206,-80.1991306",0
The Salty Donut,2625,4.5,2,370.9956019347341,Donuts,Coffee & Tea,Coffee & Tea,"25.8014206,-80.1991306",0
J Wakefield Brewing,444,4.5,2,266.6753411506579,Breweries,Beer Bar,Beer Bar,"25.8014206,-80.1991306",0
Night Owl Cookies,100,4.5,2,99.99000086190468,Desserts,Bakeries,Bakeries,"25.8014206,-80.1991306",0
La Sandwicherie - Wynwood,144,4.5,2,244.28196605263977,Sandwiches,French,French,"25.8014206,-80.1991306",0
Veza Sur Brewing Co.,559,4.5,2,298.8651854410399,Breweries,,,"25.8014206,-80.1991306",0
Cielito Artisan Pops,226,4.5,2,276.1470416937034,Ice Cream & Frozen Yogurt,Desserts,Desserts,"25.8014206,-80.1991306",0
Salt & Straw,138,4.5,2,121.49673918472784,Ice Cream & Frozen Yogurt,Desserts,Desserts,"25.8014206,-80.1991306",0
Morelia Gourmet Paletas - Wynwood,242,4.5,1,70.42763212706869,Ice Cream & Frozen Yogurt,Desserts,Desserts,"25.8014206,-80.1991306",0
Fireman Derek's Bake Shop & Cafe,1261,4.5,2,445.20462469379663,Desserts,Bakeries,Bakeries,"25.8014206,-80.1991306",0
Dasher & Crank,338,4.5,1,347.96811423171044,Ice Cream & Frozen Yogurt,Desserts,Desserts,"25.8014206,-80.1991306",0
Panther Coffee,1101,4.0,2,169.6509153550719,Coffee & Tea,Coffee Roasteries,Coffee Roasteries,"25.8014206,-80.1991306",0
Mr. Baguette,149,4.5,2,431.88137436560834,Sandwiches,Juice Bars & Smoothies,Juice Bars & Smoothies,"25.8014206,-80.1991306",0
Quore Gelato,54,4.5,2,137.52612369989657,Gelato,,,"25.8014206,-80.1991306",0
Suite Habana Cafe,203,5.0,2,432.5292669891133,Coffee & Tea,Bakeries,Bakeries,"25.8014206,-80.1991306",0
Walt Grace Vintage,72,5.0,4,211.85428205077568,Guitar Stores,Car Dealers,Car Dealers,"25.8014206,-80.1991306",0
Dr Smood - Wynwood Organic Cafe,236,4.0,2,343.26978442676585,Coffee & Tea,Juice Bars & Smoothies,Juice Bars & Smoothies,"25.8014206,-80.1991306",0
Fireman Derek's Bake Shop & Cafe,1261,4.5,2,139.1065166245573,Desserts,Bakeries,Bakeries,"25.8025414,-80.1948694",7
Veza Sur Brewing Co.,559,4.5,2,223.29811134949236,Breweries,,,"25.8025414,-80.1948694",7
The Salty Donut,2625,4.5,2,375.1423532287205,Donuts,Coffee & Tea,Coffee & Tea,"25.8025414,-80.1948694",7
Mr. Baguette,149,4.5,2,74.24837482664256,Sandwiches,Juice Bars & Smoothies,Juice Bars & Smoothies,"25.8025414,-80.1948694",7
Suite Habana Cafe,203,5.0,2,67.59655717213536,Coffee & Tea,Bakeries,Bakeries,"25.8025414,-80.1948694",7
Cerveceria La Tropical,189,4.0,2,249.43304549905065,Breweries,,,"25.8025414,-80.1948694",7
Ono Poké Shop,218,4.5,2,331.7291463924324,Japanese,Poke,Poke,"25.8025414,-80.1948694",7
Zak The Baker,1013,4.0,2,624.757303889881,Kosher,Bakeries,Bakeries,"25.8025414,-80.1948694",7
J Wakefield Brewing,444,4.5,2,428.0130614879747,Breweries,Beer Bar,Beer Bar,"25.8025414,-80.1948694",7
Crazy Poke,331,4.5,2,634.6800467748376,Poke,Hawaiian,Hawaiian,"25.8025414,-80.1948694",7
Little Hen,908,4.0,2,788.8718546463734,Breakfast & Brunch,Coffee & Tea,Coffee & Tea,"25.8025414,-80.1948694",7
Taste of R Cuisine,43,5.0,2,484.16521962988486,Food Trucks,Burgers,Burgers,"25.8025414,-80.1948694",7
La Sandwicherie - Wynwood,144,4.5,2,507.5569266290078,Sandwiches,French,French,"25.8025414,-80.1948694",7
Midtown Creamery,400,4.5,2,366.1799783725249,Desserts,Ice Cream & Frozen Yogurt,Ice Cream & Frozen Yogurt,"25.8025414,-80.1948694",7
Smorgasburg - Miami,84,4.5,2,454.1245178709839,Food Court,Street Vendors,Street Vendors,"25.8025414,-80.1948694",7
Night Owl Cookies,100,4.5,2,385.8059228980086,Desserts,Bakeries,Bakeries,"25.8025414,-80.1948694",7
Dragun Gelato,17,5.0,2,60.17080023790264,Gelato,,,"25.8025414,-80.1948694",7
Bubba Tea N Smoothies,187,4.0,2,52.38709657735078,Bubble Tea,Juice Bars & Smoothies,Juice Bars & Smoothies,"25.8025414,-80.1948694",7
Morelia Gourmet Paletas - Wynwood,242,4.5,1,435.087582771431,Ice Cream & Frozen Yogurt,Desserts,Desserts,"25.8025414,-80.1948694",7
Zona Grill Venezuelan Food,32,4.0,1,310.7063377607751,Food Trucks,Venezuelan,Venezuelan,"25.8025414,-80.1948694",7
Crema Gourmet Espresso Bar - Miami,103,4.5,2,179.07799293071508,Breakfast & Brunch,Coffee & Tea,Coffee & Tea,"25.775986,-80.18865",3
D'Oro Caffe & Market,105,4.5,2,150.88578899317832,Italian,Desserts,Desserts,"25.775986,-80.18865",3
Jar + Fork Miami,324,4.5,2,210.1335916005071,Juice Bars & Smoothies,Comfort Food,Comfort Food,"25.775986,-80.18865",3
"Sovereign - Poke, Boba, Asian Kitchen",165,4.5,2,136.64984743074697,Bubble Tea,Poke,Poke,"25.775986,-80.18865",3
La Industria Bakery,461,3.0,2,316.3259860620873,Pancakes,Bakeries,Bakeries,"25.775986,-80.18865",3
El Sitio Coffee Bar,84,4.0,1,206.93148452871367,Coffee & Tea,Venezuelan,Venezuelan,"25.775986,-80.18865",3
Red Rooster Overtown,792,4.0,3,1241.3509256393968,Cocktail Bars,American (New),American (New),"25.775986,-80.18865",3
Manna Life Food,189,4.5,2,206.0119566012396,Juice Bars & Smoothies,Vegan,Vegan,"25.775986,-80.18865",3
Chicken & The Egg,204,3.5,2,314.4201821273649,Breakfast & Brunch,Burgers,Burgers,"25.775986,-80.18865",3
D'Oro Pizza Bar,39,4.0,2,174.97891631260447,Pizza,Italian,Italian,"25.775986,-80.18865",3
Steak Brasil Churrascaria,430,4.0,2,487.7319959726374,Brazilian,Steakhouses,Steakhouses,"25.775986,-80.18865",3
Poke OG,87,4.5,2,324.87991171407674,Poke,Hawaiian,Hawaiian,"25.775986,-80.18865",3
B Bistro + Bakery,1047,4.5,2,970.2832892157434,Bakeries,Breakfast & Brunch,Breakfast & Brunch,"25.775986,-80.18865",3
El Cielo by Juan Manuel Barrientos,240,4.0,4,791.867124027762,Colombian,American (New),American (New),"25.775986,-80.18865",3
Epicurean Fine Wines,25,5.0,2,153.32417419991577,"Beer, Wine & Spirits",Grocery,Grocery,"25.775986,-80.18865",3
Eternity Coffee Roasters,250,4.5,2,359.8884225659338,Coffee & Tea,Coffee Roasteries,Coffee Roasteries,"25.775986,-80.18865",3
Atlantis Cafe,160,4.5,1,536.9237296635831,Coffee & Tea,Breakfast & Brunch,Breakfast & Brunch,"25.775986,-80.18865",3
Soul Fresh Juice & Fruit Bar,41,4.0,2,183.93482266580557,Juice Bars & Smoothies,Acai Bowls,Acai Bowls,"25.775986,-80.18865",3
Carrot Express,55,3.5,2,209.29202584577365,Salad,Wraps,Wraps,"25.775986,-80.18865",3
Suite Habana Cafe,203,5.0,2,2951.233412869972,Coffee & Tea,Bakeries,Bakeries,"25.775986,-80.18865",3
Red Rooster Overtown,792,4.0,3,919.811151310892,Cocktail Bars,American (New),American (New),"25.775019,-80.196429",2
Atlantis Cafe,160,4.5,1,252.9131153475521,Coffee & Tea,Breakfast & Brunch,Breakfast & Brunch,"25.775019,-80.196429",2
Steak Brasil Churrascaria,430,4.0,2,502.82380861714006,Brazilian,Steakhouses,Steakhouses,"25.775019,-80.196429",2
B Bistro + Bakery,1047,4.5,2,992.5358531302304,Bakeries,Breakfast & Brunch,Breakfast & Brunch,"25.775019,-80.196429",2
El Cielo by Juan Manuel Barrientos,240,4.0,4,774.1086491800173,Colombian,American (New),American (New),"25.775019,-80.196429",2
D'Oro Caffe & Market,105,4.5,2,811.9510431019905,Italian,Desserts,Desserts,"25.775019,-80.196429",2
Tostada Cafe,34,4.5,1,242.09495133478413,Coffee & Tea,Breakfast & Brunch,Breakfast & Brunch,"25.775019,-80.196429",2
Crema Gourmet Espresso Bar - Miami,103,4.5,2,730.0645598893701,Breakfast & Brunch,Coffee & Tea,Coffee & Tea,"25.775019,-80.196429",2
The Henry,57,4.0,3,988.001955916382,American (New),Coffee & Tea,Coffee & Tea,"25.775019,-80.196429",2
Manna Life Food,189,4.5,2,601.7969534373622,Juice Bars & Smoothies,Vegan,Vegan,"25.775019,-80.196429",2
Poke OG,87,4.5,2,617.1214743469322,Poke,Hawaiian,Hawaiian,"25.775019,-80.196429",2
Jar + Fork Miami,324,4.5,2,728.5543375866001,Juice Bars & Smoothies,Comfort Food,Comfort Food,"25.775019,-80.196429",2
La Sandwicherie Brickell,740,4.0,2,1030.1063173340526,Sandwiches,French,French,"25.775019,-80.196429",2
Eternity Coffee Roasters,250,4.5,2,678.5772108659439,Coffee & Tea,Coffee Roasteries,Coffee Roasteries,"25.775019,-80.196429",2
"Sovereign - Poke, Boba, Asian Kitchen",165,4.5,2,747.9890763151808,Bubble Tea,Poke,Poke,"25.775019,-80.196429",2
El Sitio Coffee Bar,84,4.0,1,627.7674146523493,Coffee & Tea,Venezuelan,Venezuelan,"25.775019,-80.196429",2
Epicurean Fine Wines,25,5.0,2,634.334684218468,"Beer, Wine & Spirits",Grocery,Grocery,"25.775019,-80.196429",2
Chicken & The Egg,204,3.5,2,717.1276694614546,Breakfast & Brunch,Burgers,Burgers,"25.775019,-80.196429",2
El Rincon del Coqui - Food Truck,39,4.5,1,449.6062939603604,Food Trucks,Puerto Rican,Puerto Rican,"25.775019,-80.196429",2
D'Oro Pizza Bar,39,4.0,2,771.0102721970679,Pizza,Italian,Italian,"25.775019,-80.196429",2
Bistro Cafe,812,4.0,2,471.8025129194424,Breakfast & Brunch,Coffee & Tea,Coffee & Tea,"25.7926049,-80.1936645",0
Natura Eatery,64,4.5,2,226.08781031905545,Salad,Juice Bars & Smoothies,Juice Bars & Smoothies,"25.7926049,-80.1936645",0
Vice City Bean,237,4.5,2,124.89004745702964,Coffee & Tea,,,"25.7926049,-80.1936645",0
The Salty Donut,2625,4.5,2,795.3549312982171,Donuts,Coffee & Tea,Coffee & Tea,"25.7926049,-80.1936645",0
Crazy Poke,331,4.5,2,1059.5631912034837,Poke,Hawaiian,Hawaiian,"25.7926049,-80.1936645",0
Fireman Derek's Bake Shop & Cafe,1261,4.5,2,972.391819895461,Desserts,Bakeries,Bakeries,"25.7926049,-80.1936645",0
Zak The Baker,1013,4.0,2,1234.474756158162,Kosher,Bakeries,Bakeries,"25.7926049,-80.1936645",0
Morelia Gourmet Paletas - Wynwood,242,4.5,1,1052.240569561733,Ice Cream & Frozen Yogurt,Desserts,Desserts,"25.7926049,-80.1936645",0
Veza Sur Brewing Co.,559,4.5,2,959.4519386012076,Breweries,,,"25.7926049,-80.1936645",0
Dasher & Crank,338,4.5,1,820.4294410042393,Ice Cream & Frozen Yogurt,Desserts,Desserts,"25.7926049,-80.1936645",0
Ono Poké Shop,218,4.5,2,787.4455143971857,Japanese,Poke,Poke,"25.7926049,-80.1936645",0
La Sandwicherie - Wynwood,144,4.5,2,886.3475222728413,Sandwiches,French,French,"25.7926049,-80.1936645",0
Suite Habana Cafe,203,5.0,2,1044.067643508875,Coffee & Tea,Bakeries,Bakeries,"25.7926049,-80.1936645",0
J Wakefield Brewing,444,4.5,2,859.5881151805077,Breweries,Beer Bar,Beer Bar,"25.7926049,-80.1936645",0
Salt & Straw,138,4.5,2,1082.540355719906,Ice Cream & Frozen Yogurt,Desserts,Desserts,"25.7926049,-80.1936645",0
ALL DAY,490,4.0,2,899.5572444230471,Coffee & Tea,Breakfast & Brunch,Breakfast & Brunch,"25.7926049,-80.1936645",0
Cerveceria La Tropical,189,4.0,2,874.2974838003404,Breweries,,,"25.7926049,-80.1936645",0
Night Owl Cookies,100,4.5,2,1035.810715996363,Desserts,Bakeries,Bakeries,"25.7926049,-80.1936645",0
Lulu's Nitrogen Ice Cream,342,4.0,2,581.3271025669156,Ice Cream & Frozen Yogurt,,,"25.7926049,-80.1936645",0
Panther Coffee,1101,4.0,2,984.278321036181,Coffee & Tea,Coffee Roasteries,Coffee Roasteries,"25.7926049,-80.1936645",0
Asian Thai Kitchen,237,4.0,2,4060.204416066716,Food Delivery Services,Thai,Thai,"25.747976,-80.210054",3
Vizcaya Museum Gift Shop & Cafe,30,4.0,2,401.3406148688588,Gift Shops,Cafes,Cafes,"25.747976,-80.210054",3
La Boulangerie Boul'Mich - Coral Way,405,3.5,2,601.0877332070864,Bakeries,Breakfast & Brunch,Breakfast & Brunch,"25.747976,-80.210054",3
Cake Lounge Miami,101,4.5,3,626.7454547287765,Bakeries,Cupcakes,Cupcakes,"25.747976,-80.210054",3
Au Bon Pain,12,4.5,2,911.3609505284912,Bakeries,Cafes,Cafes,"25.747976,-80.210054",3
Fresco y Mas,26,2.5,2,1013.3520665427714,Grocery,,,"25.747976,-80.210054",3
Designer Sweets,1,5.0,2,1040.594973345315,Cupcakes,Desserts,Desserts,"25.747976,-80.210054",3
La Industria Bakery,461,3.0,2,103.41300066356771,Pancakes,Bakeries,Bakeries,"25.777171,-80.186888",0
Crema Gourmet Espresso Bar - Miami,103,4.5,2,379.4422864635501,Breakfast & Brunch,Coffee & Tea,Coffee & Tea,"25.777171,-80.186888",0
D'Oro Caffe & Market,105,4.5,2,314.33502259597526,Italian,Desserts,Desserts,"25.777171,-80.186888",0
"Sovereign - Poke, Boba, Asian Kitchen",165,4.5,2,336.5748990564714,Bubble Tea,Poke,Poke,"25.777171,-80.186888",0
Jar + Fork Miami,324,4.5,2,407.3590407206657,Juice Bars & Smoothies,Comfort Food,Comfort Food,"25.777171,-80.186888",0
D'Oro Pizza Bar,39,4.0,2,359.10747862784257,Pizza,Italian,Italian,"25.777171,-80.186888",0
Steak Brasil Churrascaria,430,4.0,2,705.9668687227859,Brazilian,Steakhouses,Steakhouses,"25.777171,-80.186888",0
El Sitio Coffee Bar,84,4.0,1,426.5567460177901,Coffee & Tea,Venezuelan,Venezuelan,"25.777171,-80.186888",0
Manna Life Food,189,4.5,2,425.6225406254537,Juice Bars & Smoothies,Vegan,Vegan,"25.777171,-80.186888",0
El Cielo by Juan Manuel Barrientos,240,4.0,4,988.9487245151528,Colombian,American (New),American (New),"25.777171,-80.186888",0
Poke OG,87,4.5,2,537.9358316584717,Poke,Hawaiian,Hawaiian,"25.777171,-80.186888",0
Suite Habana Cafe,203,5.0,2,2866.501946005918,Coffee & Tea,Bakeries,Bakeries,"25.777171,-80.186888",0
Eternity Coffee Roasters,250,4.5,2,560.7531743182358,Coffee & Tea,Coffee Roasteries,Coffee Roasteries,"25.777171,-80.186888",0
Atlantis Cafe,160,4.5,1,742.1357888702257,Coffee & Tea,Breakfast & Brunch,Breakfast & Brunch,"25.777171,-80.186888",0
Epicurean Fine Wines,25,5.0,2,366.8465989852052,"Beer, Wine & Spirits",Grocery,Grocery,"25.777171,-80.186888",0
ALL DAY,490,4.0,2,1072.288256436519,Coffee & Tea,Breakfast & Brunch,Breakfast & Brunch,"25.777171,-80.186888",0
Chicken & The Egg,204,3.5,2,508.0476318236045,Breakfast & Brunch,Burgers,Burgers,"25.777171,-80.186888",0
Sagrado Cafe,294,4.0,3,726.9471265074916,Coffee & Tea,Patisserie/Cake Shop,Patisserie/Cake Shop,"25.777171,-80.186888",0
Soul Fresh Juice & Fruit Bar,41,4.0,2,392.4926886514403,Juice Bars & Smoothies,Acai Bowls,Acai Bowls,"25.777171,-80.186888",0
Rolly Ice Cream,38,3.5,2,228.8316115030025,Ice Cream & Frozen Yogurt,,,"25.777171,-80.186888",0
D'Oro Caffe & Market,105,4.5,2,296.9655414377003,Italian,Desserts,Desserts,"25.7729842,-80.1860208",3
Crema Gourmet Espresso Bar - Miami,103,4.5,2,354.3085528231804,Breakfast & Brunch,Coffee & Tea,Coffee & Tea,"25.7729842,-80.1860208",3
B Bistro + Bakery,1047,4.5,2,787.5838783527633,Bakeries,Breakfast & Brunch,Breakfast & Brunch,"25.7729842,-80.1860208",3
Jar + Fork Miami,324,4.5,2,345.7881822040655,Juice Bars & Smoothies,Comfort Food,Comfort Food,"25.7729842,-80.1860208",3
Chicken & The Egg,204,3.5,2,353.3203267663643,Breakfast & Brunch,Burgers,Burgers,"25.7729842,-80.1860208",3
Steak Brasil Churrascaria,430,4.0,2,602.3836139664388,Brazilian,Steakhouses,Steakhouses,"25.7729842,-80.1860208",3
"Sovereign - Poke, Boba, Asian Kitchen",165,4.5,2,356.54958068814943,Bubble Tea,Poke,Poke,"25.7729842,-80.1860208",3
D'Oro Pizza Bar,39,4.0,2,316.9616210523689,Pizza,Italian,Italian,"25.7729842,-80.1860208",3
El Cielo by Juan Manuel Barrientos,240,4.0,4,698.6940373867252,Colombian,American (New),American (New),"25.7729842,-80.1860208",3
Eternity Coffee Roasters,250,4.5,2,401.87948684618334,Coffee & Tea,Coffee Roasteries,Coffee Roasteries,"25.7729842,-80.1860208",3
El Sitio Coffee Bar,84,4.0,1,458.1116329572538,Coffee & Tea,Venezuelan,Venezuelan,"25.7729842,-80.1860208",3
Poke OG,87,4.5,2,451.1751667964231,Poke,Hawaiian,Hawaiian,"25.7729842,-80.1860208",3
Manna Life Food,189,4.5,2,496.1962782955585,Juice Bars & Smoothies,Vegan,Vegan,"25.7729842,-80.1860208",3
The Henry,57,4.0,3,996.0443985474768,American (New),Coffee & Tea,Coffee & Tea,"25.7729842,-80.1860208",3
La Industria Bakery,461,3.0,2,484.7852537771148,Pancakes,Bakeries,Bakeries,"25.7729842,-80.1860208",3
La Sandwicherie Brickell,740,4.0,2,1111.0959297772522,Sandwiches,French,French,"25.7729842,-80.1860208",3
Atlantis Cafe,160,4.5,1,821.0270142913002,Coffee & Tea,Breakfast & Brunch,Breakfast & Brunch,"25.7729842,-80.1860208",3
Atelier Monnier Brickell Cafe,308,4.0,2,1031.8323298612413,Bakeries,Breakfast & Brunch,Breakfast & Brunch,"25.7729842,-80.1860208",3
Vale Food Co,34,4.5,2,1136.5888752151488,American (New),Acai Bowls,Acai Bowls,"25.7729842,-80.1860208",3
Epicurean Fine Wines,25,5.0,2,506.3340563398253,"Beer, Wine & Spirits",Grocery,Grocery,"25.7729842,-80.1860208",3
Red Rooster Overtown,792,4.0,3,903.9604896340824,Cocktail Bars,American (New),American (New),"25.782258,-80.189191",5
Sagrado Cafe,294,4.0,3,116.1347682738473,Coffee & Tea,Patisserie/Cake Shop,Patisserie/Cake Shop,"25.782258,-80.189191",5
ALL DAY,490,4.0,2,527.7397892266915,Coffee & Tea,Breakfast & Brunch,Breakfast & Brunch,"25.782258,-80.189191",5
Bistro Cafe,812,4.0,2,773.076462756295,Breakfast & Brunch,Coffee & Tea,Coffee & Tea,"25.782258,-80.189191",5
D'Oro Caffe & Market,105,4.5,2,849.2452987500775,Italian,Desserts,Desserts,"25.782258,-80.189191",5
Crema Gourmet Espresso Bar - Miami,103,4.5,2,868.8797990096656,Breakfast & Brunch,Coffee & Tea,Coffee & Tea,"25.782258,-80.189191",5
Suite Habana Cafe,203,5.0,2,2259.9599901652973,Coffee & Tea,Bakeries,Bakeries,"25.782258,-80.189191",5
Atlantis Cafe,160,4.5,1,933.1849821615853,Coffee & Tea,Breakfast & Brunch,Breakfast & Brunch,"25.782258,-80.189191",5
Manna Life Food,189,4.5,2,811.9680014118621,Juice Bars & Smoothies,Vegan,Vegan,"25.782258,-80.189191",5
Jar + Fork Miami,324,4.5,2,899.7915574718011,Juice Bars & Smoothies,Comfort Food,Comfort Food,"25.782258,-80.189191",5
"Sovereign - Poke, Boba, Asian Kitchen",165,4.5,2,830.7268344163663,Bubble Tea,Poke,Poke,"25.782258,-80.189191",5
La Industria Bakery,461,3.0,2,639.6877924267677,Pancakes,Bakeries,Bakeries,"25.782258,-80.189191",5
Poke OG,87,4.5,2,974.331892321737,Poke,Hawaiian,Hawaiian,"25.782258,-80.189191",5
Natura Eatery,64,4.5,2,1008.7746921003665,Salad,Juice Bars & Smoothies,Juice Bars & Smoothies,"25.782258,-80.189191",5
El Sitio Coffee Bar,84,4.0,1,843.5026344684231,Coffee & Tea,Venezuelan,Venezuelan,"25.782258,-80.189191",5
Chicken & The Egg,204,3.5,2,999.688966858051,Breakfast & Brunch,Burgers,Burgers,"25.782258,-80.189191",5
Epicurean Fine Wines,25,5.0,2,742.2814815783267,"Beer, Wine & Spirits",Grocery,Grocery,"25.782258,-80.189191",5
Tostada Cafe,34,4.5,1,1053.50939133253,Coffee & Tea,Breakfast & Brunch,Breakfast & Brunch,"25.782258,-80.189191",5
Unique Designer's Cake,29,5.0,2,619.237355903799,Bakeries,Desserts,Desserts,"25.782258,-80.189191",5
D'Oro Pizza Bar,39,4.0,2,873.1319669068808,Pizza,Italian,Italian,"25.782258,-80.189191",5
Sagrado Cafe,294,4.0,3,336.2218744253464,Coffee & Tea,Patisserie/Cake Shop,Patisserie/Cake Shop,"25.784943,-80.18683",7
Bistro Cafe,812,4.0,2,705.2461912876379,Breakfast & Brunch,Coffee & Tea,Coffee & Tea,"25.784943,-80.18683",7
ALL DAY,490,4.0,2,702.1601482751142,Coffee & Tea,Breakfast & Brunch,Breakfast & Brunch,"25.784943,-80.18683",7
Suite Habana Cafe,203,5.0,2,2052.744283088989,Coffee & Tea,Bakeries,Bakeries,"25.784943,-80.18683",7
Vice City Bean,237,4.5,2,1034.3427333790871,Coffee & Tea,,,"25.784943,-80.18683",7
Natura Eatery,64,4.5,2,876.4917004930537,Salad,Juice Bars & Smoothies,Juice Bars & Smoothies,"25.784943,-80.18683",7
La Industria Bakery,461,3.0,2,850.614200328836,Pancakes,Bakeries,Bakeries,"25.784943,-80.18683",7
Nacho Bizness,135,4.5,1,7719.71537564077,Food Trucks,Tacos,Tacos,"25.784943,-80.18683",7
Unique Designer's Cake,29,5.0,2,865.189083440649,Bakeries,Desserts,Desserts,"25.784943,-80.18683",7
8 1/2 Caffe & Bottega,92,4.0,2,733.8960336722338,Coffee & Tea,Italian,Italian,"25.784943,-80.18683",7
Catered Fit,296,4.0,2,45078.42388378139,Food Delivery Services,,,"25.784943,-80.18683",7
Befit Nutrition,50,4.5,2,26660.41965041616,Food Delivery Services,,,"25.784943,-80.18683",7
Munch Thyme,37,5.0,1,41081.88635332284,Food Delivery Services,,,"25.784943,-80.18683",7
Rolly Ice Cream,38,3.5,2,635.7329873384535,Ice Cream & Frozen Yogurt,,,"25.784943,-80.18683",7
Publix,176,3.0,2,888.8210180893863,Grocery,Pharmacy,Pharmacy,"25.784943,-80.18683",7
Smoothie Spot - Downtown,96,3.5,2,1058.5365234839774,Wraps,Juice Bars & Smoothies,Juice Bars & Smoothies,"25.784943,-80.18683",7
Bricked Burgers,34,4.0,2,22663.584124267138,Burgers,Food Trucks,Food Trucks,"25.784943,-80.18683",7
Wonderfruits,24,4.0,1,781.4574112812187,Bubble Tea,Ice Cream & Frozen Yogurt,Ice Cream & Frozen Yogurt,"25.784943,-80.18683",7
Shape Lovers,38,4.0,2,14508.03166226376,Caterers,Food Delivery Services,Food Delivery Services,"25.784943,-80.18683",7
Delivery Squad,6,5.0,1,1134.3057048559851,Food Delivery Services,,,"25.784943,-80.18683",7
B Bistro + Bakery,1047,4.5,2,759.2261277582043,Bakeries,Breakfast & Brunch,Breakfast & Brunch,"25.770155,-80.198036",1
Steak Brasil Churrascaria,430,4.0,2,670.6327439362675,Brazilian,Steakhouses,Steakhouses,"25.770155,-80.198036",1
El Cielo by Juan Manuel Barrientos,240,4.0,4,630.3446857088604,Colombian,American (New),American (New),"25.770155,-80.198036",1
The Henry,57,4.0,3,630.8189424326795,American (New),Coffee & Tea,Coffee & Tea,"25.770155,-80.198036",1
La Sandwicherie Brickell,740,4.0,2,613.4065005484372,Sandwiches,French,French,"25.770155,-80.198036",1
D'Oro Caffe & Market,105,4.5,2,1093.400858379519,Italian,Desserts,Desserts,"25.770155,-80.198036",1
Crema Gourmet Espresso Bar - Miami,103,4.5,2,1008.1313596915782,Breakfast & Brunch,Coffee & Tea,Coffee & Tea,"25.770155,-80.198036",1
Suite Habana Cafe,203,5.0,2,3548.0260523361558,Coffee & Tea,Bakeries,Bakeries,"25.770155,-80.198036",1
Atelier Monnier Brickell Cafe,308,4.0,2,869.3021531471403,Bakeries,Breakfast & Brunch,Breakfast & Brunch,"25.770155,-80.198036",1
Atlantis Cafe,160,4.5,1,680.8715482248691,Coffee & Tea,Breakfast & Brunch,Breakfast & Brunch,"25.770155,-80.198036",1
Vale Food Co,34,4.5,2,708.764488377536,American (New),Acai Bowls,Acai Bowls,"25.770155,-80.198036",1
Jar + Fork Miami,324,4.5,2,989.4995969848012,Juice Bars & Smoothies,Comfort Food,Comfort Food,"25.770155,-80.198036",1
Poke 305,211,4.0,2,984.967766894507,Hawaiian,Poke,Poke,"25.770155,-80.198036",1
Eternity Coffee Roasters,250,4.5,2,861.4107443078971,Coffee & Tea,Coffee Roasteries,Coffee Roasteries,"25.770155,-80.198036",1
Manna Life Food,189,4.5,2,936.372470346236,Juice Bars & Smoothies,Vegan,Vegan,"25.770155,-80.198036",1
True Baristas Coffee,94,4.5,2,1109.2813310737963,Coffee & Tea,Food Trucks,Food Trucks,"25.770155,-80.198036",1
"Sovereign - Poke, Boba, Asian Kitchen",165,4.5,2,1044.4901736638735,Bubble Tea,Poke,Poke,"25.770155,-80.198036",1
Puroast Coffee,224,4.5,2,528.2244254383515,Coffee & Tea,,,"25.770155,-80.198036",1
Toasted Bagelry & Deli,580,3.5,2,512.1458754786538,Bagels,Delis,Delis,"25.770155,-80.198036",1
Poke OG,87,4.5,2,846.7929542815535,Poke,Hawaiian,Hawaiian,"25.770155,-80.198036",1
Cure Cafe,67,4.0,1,364.5956229838267,Juice Bars & Smoothies,Cafes,Cafes,"25.755818,-80.196467",6
Asian Thai Kitchen,237,4.0,2,5676.354195205775,Food Delivery Services,Thai,Thai,"25.755818,-80.196467",6
Poke 305,211,4.0,2,773.5066900671533,Hawaiian,Poke,Poke,"25.755818,-80.196467",6
Suite Habana Cafe,203,5.0,2,5130.399696840574,Coffee & Tea,Bakeries,Bakeries,"25.755818,-80.196467",6
True Baristas Coffee,94,4.5,2,708.3268687420629,Coffee & Tea,Food Trucks,Food Trucks,"25.755818,-80.196467",6
Oriental Bakery & Grocery Co,104,4.5,1,705.0491298181712,Bakeries,Middle Eastern,Middle Eastern,"25.755818,-80.196467",6
Stefano Versace Gelato Bistro Café,55,4.0,2,806.66021923633,Gelato,Coffee & Tea,Coffee & Tea,"25.755818,-80.196467",6
Wynwood Art Walk Block Party,84,4.5,1,4742.945908404137,Art Galleries,Food Trucks,Food Trucks,"25.755818,-80.196467",6
